title,species,habitat,taxa_group
542 11,Bindweed,Built-Up,plant
542 11,Dandelion,Grassland,plant
542 11,Dandelion,Built-Up,plant
542 1,Blackbird,Woodland,bird
542 1,Blackbird,Built-Up,bird
542 1,Blackbird,Arable,bird
542 1,Blackbird,Grassland,bird
542 1,Blackbird,Shrub,bird
542 1,Goldfinch,Woodland,bird
542 1,Goldfinch,Built-Up,bird
542 1,Goldfinch,Arable,bird
542 1,Goldfinch,Grassland,bird
542 1,Goldfinch,Shrub,bird
542 1,Goldfinch,Wetlands,bird
542 1,Crow,Built-Up,bird
542 1,Crow,Arable,bird
542 1,Crow,Woodland,bird
542 1,Crow,Grassland,bird
542 1,Crow,Rock,bird
542 1,Crow,Shrub,bird
542 1,Crow,Wetlands,bird
542 1,Woodpigeon,Woodland,bird
542 1,Woodpigeon,Arable,bird
542 1,Woodpigeon,Shrub,bird
542 1,Starling,Built-Up,bird
542 1,Starling,Arable,bird
542 1,Starling,Woodland,bird
542 1,Starling,Grassland,bird
542 1,Starling,Shrub,bird
542 1,Dandelion,Grassland,plant
542 1,Dandelion,Built-Up,plant
654 2,Robin,Woodland,bird
654 2,Robin,Built-Up,bird
654 2,Robin,Arable,bird
654 2,Robin,Grassland,bird
654 2,Robin,Shrub,bird
654 2,Magpie,Built-Up,bird
654 2,Magpie,Arable,bird
654 2,Magpie,Woodland,bird
654 2,Magpie,Grassland,bird
654 2,Magpie,Rock,bird
654 2,Magpie,Shrub,bird
654 2,Feral_pigeon,Built-Up,bird
654 2,Feral_pigeon,Rock,bird
654 2,Feral_pigeon,Arable,bird
654 6,Robin,Woodland,bird
654 6,Robin,Built-Up,bird
654 6,Robin,Arable,bird
654 6,Robin,Grassland,bird
654 6,Robin,Shrub,bird
654 6,Great_tit,Woodland,bird
654 6,Great_tit,Arable,bird
654 6,Great_tit,Built-Up,bird
654 6,Great_tit,Grassland,bird
654 6,Great_tit,Shrub,bird
654 6,Magpie,Built-Up,bird
654 6,Magpie,Arable,bird
654 6,Magpie,Woodland,bird
654 6,Magpie,Grassland,bird
654 6,Magpie,Rock,bird
654 6,Magpie,Shrub,bird
654 6,Woodpigeon,Woodland,bird
654 6,Woodpigeon,Arable,bird
654 6,Woodpigeon,Shrub,bird
654 6,Common_wasp,Grassland,insect
654 6,Common_wasp,Wetlands,insect
654 6,Common_wasp,Arable,insect
654 6,Common_wasp,Woodland,insect
654 6,Common_wasp,Built-Up,insect
654 6,Sycamore,Woodland,plant
654 6,Sycamore,Built-Up,plant
654 6,Buddleja,Built-Up,plant
654 6,Broad-leaved_Dock,Grassland,plant
654 6,Broad-leaved_Dock,Built-Up,plant
654 5,Robin,Woodland,bird
654 5,Robin,Built-Up,bird
654 5,Robin,Arable,bird
654 5,Robin,Grassland,bird
654 5,Robin,Shrub,bird
654 5,Magpie,Built-Up,bird
654 5,Magpie,Arable,bird
654 5,Magpie,Woodland,bird
654 5,Magpie,Grassland,bird
654 5,Magpie,Rock,bird
654 5,Magpie,Shrub,bird
654 5,Starling,Built-Up,bird
654 5,Starling,Arable,bird
654 5,Starling,Woodland,bird
654 5,Starling,Grassland,bird
654 5,Starling,Shrub,bird
654 5,Brambles,Woodland,plant
654 5,Thistles,Arable,plant
654 5,Thistles,Grassland,plant
654 5,Thistles,Grassland,plant
654 12,Blue_tit,Woodland,bird
654 12,Blue_tit,Arable,bird
654 12,Blue_tit,Built-Up,bird
654 12,Blue_tit,Shrub,bird
654 12,Crow,Built-Up,bird
654 12,Crow,Arable,bird
654 12,Crow,Woodland,bird
654 12,Crow,Grassland,bird
654 12,Crow,Rock,bird
654 12,Crow,Shrub,bird
654 12,Crow,Wetlands,bird
654 12,Woodpigeon,Woodland,bird
654 12,Woodpigeon,Arable,bird
654 12,Woodpigeon,Shrub,bird
654 12,Cherry,Woodland,plant
654 12,Brambles,Woodland,plant
917 7,Robin,Woodland,bird
917 7,Robin,Built-Up,bird
917 7,Robin,Arable,bird
917 7,Robin,Grassland,bird
917 7,Robin,Shrub,bird
917 7,Magpie,Built-Up,bird
917 7,Magpie,Arable,bird
917 7,Magpie,Woodland,bird
917 7,Magpie,Grassland,bird
917 7,Magpie,Rock,bird
917 7,Magpie,Shrub,bird
917 7,Woodpigeon,Woodland,bird
917 7,Woodpigeon,Arable,bird
917 7,Woodpigeon,Shrub,bird
917 7,Marmalade,Grassland,insect
917 7,Marmalade,Wetlands,insect
917 7,Marmalade,Arable,insect
917 7,Marmalade,Woodland,insect
917 7,Marmalade,Built-Up,insect
917 7,Lime,Woodland,plant
917 7,Brambles,Woodland,plant
917 7,Wood_avens,Woodland,plant
917 1,Great_tit,Woodland,bird
917 1,Great_tit,Arable,bird
917 1,Great_tit,Built-Up,bird
917 1,Great_tit,Grassland,bird
917 1,Great_tit,Shrub,bird
917 1,Magpie,Built-Up,bird
917 1,Magpie,Arable,bird
917 1,Magpie,Woodland,bird
917 1,Magpie,Grassland,bird
917 1,Magpie,Rock,bird
917 1,Magpie,Shrub,bird
917 1,Woodpigeon,Woodland,bird
917 1,Woodpigeon,Arable,bird
917 1,Woodpigeon,Shrub,bird
917 1,Oak,Woodland,plant
917 1,Dandelion,Grassland,plant
917 1,Dandelion,Built-Up,plant
917 9,Magpie,Built-Up,bird
917 9,Magpie,Arable,bird
917 9,Magpie,Woodland,bird
917 9,Magpie,Grassland,bird
917 9,Magpie,Rock,bird
917 9,Magpie,Shrub,bird
917 9,Feral_pigeon,Built-Up,bird
917 9,Feral_pigeon,Rock,bird
917 9,Feral_pigeon,Arable,bird
917 9,Cherry,Woodland,plant
917 9,Brambles,Woodland,plant
917 9,Dandelion,Grassland,plant
917 9,Dandelion,Built-Up,plant
917 8,Magpie,Built-Up,bird
917 8,Magpie,Arable,bird
917 8,Magpie,Woodland,bird
917 8,Magpie,Grassland,bird
917 8,Magpie,Rock,bird
917 8,Magpie,Shrub,bird
917 8,Feral_pigeon,Built-Up,bird
917 8,Feral_pigeon,Rock,bird
917 8,Feral_pigeon,Arable,bird
917 8,Willow,Woodland,plant
917 8,Willow,Wetlands,plant
917 8,Brambles,Woodland,plant
917 5,Wren,Woodland,bird
917 5,Wren,Built-Up,bird
917 5,Wren,Shrub,bird
917 5,Blue_tit,Woodland,bird
917 5,Blue_tit,Arable,bird
917 5,Blue_tit,Built-Up,bird
917 5,Blue_tit,Shrub,bird
917 5,Magpie,Built-Up,bird
917 5,Magpie,Arable,bird
917 5,Magpie,Woodland,bird
917 5,Magpie,Grassland,bird
917 5,Magpie,Rock,bird
917 5,Magpie,Shrub,bird
917 5,Woodpigeon,Woodland,bird
917 5,Woodpigeon,Arable,bird
917 5,Woodpigeon,Shrub,bird
917 5,Common_wasp,Grassland,insect
917 5,Common_wasp,Wetlands,insect
917 5,Common_wasp,Arable,insect
917 5,Common_wasp,Woodland,insect
917 5,Common_wasp,Built-Up,insect
917 5,Sycamore,Woodland,plant
917 5,Sycamore,Built-Up,plant
917 5,Brambles,Woodland,plant
917 5,Wood_avens,Woodland,plant
917 6,Blackbird,Woodland,bird
917 6,Blackbird,Built-Up,bird
917 6,Blackbird,Arable,bird
917 6,Blackbird,Grassland,bird
917 6,Blackbird,Shrub,bird
917 6,Long-tailed_tit,Woodland,bird
917 6,Long-tailed_tit,Built-Up,bird
917 6,Long-tailed_tit,Arable,bird
917 6,Long-tailed_tit,Shrub,bird
917 6,Long-tailed_tit,Wetlands,bird
917 6,Magpie,Built-Up,bird
917 6,Magpie,Arable,bird
917 6,Magpie,Woodland,bird
917 6,Magpie,Grassland,bird
917 6,Magpie,Rock,bird
917 6,Magpie,Shrub,bird
917 6,Woodpigeon,Woodland,bird
917 6,Woodpigeon,Arable,bird
917 6,Woodpigeon,Shrub,bird
917 6,Tree_bumblebee,Woodland,insect
917 6,Tree_bumblebee,Built-Up,insect
917 6,Marmalade,Grassland,insect
917 6,Marmalade,Wetlands,insect
917 6,Marmalade,Arable,insect
917 6,Marmalade,Woodland,insect
917 6,Marmalade,Built-Up,insect
917 6,Ash,Woodland,plant
917 6,Brambles,Woodland,plant
917 6,Broad-leaved_Dock,Grassland,plant
917 6,Broad-leaved_Dock,Built-Up,plant
917 11,Blue_tit,Woodland,bird
917 11,Blue_tit,Arable,bird
917 11,Blue_tit,Built-Up,bird
917 11,Blue_tit,Shrub,bird
917 11,Ash,Woodland,plant
917 11,Brambles,Woodland,plant
917 11,Nettles,Grassland,plant
917 11,Nettles,Wetlands,plant
917 11,Nettles,Built-Up,plant
948 5,Magpie,Built-Up,bird
948 5,Magpie,Arable,bird
948 5,Magpie,Woodland,bird
948 5,Magpie,Grassland,bird
948 5,Magpie,Rock,bird
948 5,Magpie,Shrub,bird
948 5,Feral_pigeon,Built-Up,bird
948 5,Feral_pigeon,Rock,bird
948 5,Feral_pigeon,Arable,bird
948 5,Sycamore,Woodland,plant
948 5,Sycamore,Built-Up,plant
948 5,Brambles,Woodland,plant
948 5,Nettles,Grassland,plant
948 5,Nettles,Wetlands,plant
948 5,Nettles,Built-Up,plant
948 3,Great_tit,Woodland,bird
948 3,Great_tit,Arable,bird
948 3,Great_tit,Built-Up,bird
948 3,Great_tit,Grassland,bird
948 3,Great_tit,Shrub,bird
948 3,Magpie,Built-Up,bird
948 3,Magpie,Arable,bird
948 3,Magpie,Woodland,bird
948 3,Magpie,Grassland,bird
948 3,Magpie,Rock,bird
948 3,Magpie,Shrub,bird
948 3,Speckled_wood,Woodland,insect
948 3,Speckled_wood,Built-Up,insect
948 3,Ash,Woodland,plant
948 3,Brambles,Woodland,plant
948 3,Nettles,Grassland,plant
948 3,Nettles,Wetlands,plant
948 3,Nettles,Built-Up,plant
948 9,Magpie,Built-Up,bird
948 9,Magpie,Arable,bird
948 9,Magpie,Woodland,bird
948 9,Magpie,Grassland,bird
948 9,Magpie,Rock,bird
948 9,Magpie,Shrub,bird
948 9,Woodpigeon,Woodland,bird
948 9,Woodpigeon,Arable,bird
948 9,Woodpigeon,Shrub,bird
948 9,House_martin,Built-Up,bird
948 9,House_martin,Arable,bird
948 9,House_martin,Woodland,bird
948 9,House_martin,Grassland,bird
948 9,House_martin,Rock,bird
948 9,Uknown_Small_white_butterfly,Grassland,insect
948 9,Uknown_Small_white_butterfly,Built-Up,insect
948 9,Uknown_Small_white_butterfly,Shrub,insect
948 9,Uknown_Small_white_butterfly,Grassland,insect
948 9,Uknown_Small_white_butterfly,Wetlands,insect
948 9,Alder,Woodland,plant
948 9,Alder,Wetlands,plant
948 9,Bindweed,Built-Up,plant
948 9,Common_rush,Grassland,plant
948 9,Common_rush,Wetlands,plant
948 9,Broad-leaved_Dock,Grassland,plant
948 9,Broad-leaved_Dock,Built-Up,plant
948 8,Blue_tit,Woodland,bird
948 8,Blue_tit,Arable,bird
948 8,Blue_tit,Built-Up,bird
948 8,Blue_tit,Shrub,bird
948 8,Magpie,Built-Up,bird
948 8,Magpie,Arable,bird
948 8,Magpie,Woodland,bird
948 8,Magpie,Grassland,bird
948 8,Magpie,Rock,bird
948 8,Magpie,Shrub,bird
948 8,Sparrow,Built-Up,bird
948 8,Sparrow,Arable,bird
948 8,Sparrow,Woodland,bird
948 8,Sparrow,Grassland,bird
948 8,Sparrow,Rock,bird
948 8,Sparrow,Shrub,bird
948 8,Sparrow,Wetlands,bird
948 8,Common_wasp,Grassland,insect
948 8,Common_wasp,Wetlands,insect
948 8,Common_wasp,Arable,insect
948 8,Common_wasp,Woodland,insect
948 8,Common_wasp,Built-Up,insect
948 8,Brambles,Woodland,plant
948 8,Maidenhair_spleenwort,Rock,plant
948 8,Maidenhair_spleenwort,Built-Up,plant
948 8,Buttercup_meadow,Grassland,plant
948 8,Buttercup_meadow,Grassland,plant
948 7,Blackbird,Woodland,bird
948 7,Blackbird,Built-Up,bird
948 7,Blackbird,Arable,bird
948 7,Blackbird,Grassland,bird
948 7,Blackbird,Shrub,bird
948 7,Magpie,Built-Up,bird
948 7,Magpie,Arable,bird
948 7,Magpie,Woodland,bird
948 7,Magpie,Grassland,bird
948 7,Magpie,Rock,bird
948 7,Magpie,Shrub,bird
948 7,Feral_pigeon,Built-Up,bird
948 7,Feral_pigeon,Rock,bird
948 7,Feral_pigeon,Arable,bird
948 7,House_martin,Built-Up,bird
948 7,House_martin,Arable,bird
948 7,House_martin,Woodland,bird
948 7,House_martin,Grassland,bird
948 7,House_martin,Rock,bird
948 7,Uknown_Small_white_butterfly,Grassland,insect
948 7,Uknown_Small_white_butterfly,Built-Up,insect
948 7,Uknown_Small_white_butterfly,Shrub,insect
948 7,Uknown_Small_white_butterfly,Grassland,insect
948 7,Uknown_Small_white_butterfly,Wetlands,insect
948 7,Ash,Woodland,plant
948 7,Buddleja,Built-Up,plant
948 7,Dandelion,Grassland,plant
948 7,Dandelion,Built-Up,plant
948 2,Long-tailed_tit,Woodland,bird
948 2,Long-tailed_tit,Built-Up,bird
948 2,Long-tailed_tit,Arable,bird
948 2,Long-tailed_tit,Shrub,bird
948 2,Long-tailed_tit,Wetlands,bird
948 2,Magpie,Built-Up,bird
948 2,Magpie,Arable,bird
948 2,Magpie,Woodland,bird
948 2,Magpie,Grassland,bird
948 2,Magpie,Rock,bird
948 2,Magpie,Shrub,bird
948 2,Marmalade,Grassland,insect
948 2,Marmalade,Wetlands,insect
948 2,Marmalade,Arable,insect
948 2,Marmalade,Woodland,insect
948 2,Marmalade,Built-Up,insect
948 2,Ash,Woodland,plant
948 2,Brambles,Woodland,plant
948 2,Wood_avens,Woodland,plant
948 4,Blackbird,Woodland,bird
948 4,Blackbird,Built-Up,bird
948 4,Blackbird,Arable,bird
948 4,Blackbird,Grassland,bird
948 4,Blackbird,Shrub,bird
948 4,Woodpigeon,Woodland,bird
948 4,Woodpigeon,Arable,bird
948 4,Woodpigeon,Shrub,bird
948 4,Uknown_Small_white_butterfly,Grassland,insect
948 4,Uknown_Small_white_butterfly,Built-Up,insect
948 4,Uknown_Small_white_butterfly,Shrub,insect
948 4,Uknown_Small_white_butterfly,Grassland,insect
948 4,Uknown_Small_white_butterfly,Wetlands,insect
948 4,Common_wasp,Grassland,insect
948 4,Common_wasp,Wetlands,insect
948 4,Common_wasp,Arable,insect
948 4,Common_wasp,Woodland,insect
948 4,Common_wasp,Built-Up,insect
948 4,Lime,Woodland,plant
948 4,Brambles,Woodland,plant
948 4,Wood_avens,Woodland,plant
713 3,Wren,Woodland,bird
713 3,Wren,Built-Up,bird
713 3,Wren,Shrub,bird
713 3,Blue_tit,Woodland,bird
713 3,Blue_tit,Arable,bird
713 3,Blue_tit,Built-Up,bird
713 3,Blue_tit,Shrub,bird
713 3,Crow,Built-Up,bird
713 3,Crow,Arable,bird
713 3,Crow,Woodland,bird
713 3,Crow,Grassland,bird
713 3,Crow,Rock,bird
713 3,Crow,Shrub,bird
713 3,Crow,Wetlands,bird
713 3,Common_wasp,Grassland,insect
713 3,Common_wasp,Wetlands,insect
713 3,Common_wasp,Arable,insect
713 3,Common_wasp,Woodland,insect
713 3,Common_wasp,Built-Up,insect
713 3,Birch,Woodland,plant
713 3,Bindweed,Built-Up,plant
713 3,Balsam,Wetlands,plant
713 6,Wren,Woodland,bird
713 6,Wren,Built-Up,bird
713 6,Wren,Shrub,bird
713 6,Blue_tit,Woodland,bird
713 6,Blue_tit,Arable,bird
713 6,Blue_tit,Built-Up,bird
713 6,Blue_tit,Shrub,bird
713 6,Magpie,Built-Up,bird
713 6,Magpie,Arable,bird
713 6,Magpie,Woodland,bird
713 6,Magpie,Grassland,bird
713 6,Magpie,Rock,bird
713 6,Magpie,Shrub,bird
713 6,Woodpigeon,Woodland,bird
713 6,Woodpigeon,Arable,bird
713 6,Woodpigeon,Shrub,bird
713 6,Marmalade,Grassland,insect
713 6,Marmalade,Wetlands,insect
713 6,Marmalade,Arable,insect
713 6,Marmalade,Woodland,insect
713 6,Marmalade,Built-Up,insect
713 6,Western_honeybee,Grassland,insect
713 6,Western_honeybee,Wetlands,insect
713 6,Western_honeybee,Arable,insect
713 6,Western_honeybee,Woodland,insect
713 6,Western_honeybee,Built-Up,insect
713 6,Ash,Woodland,plant
713 6,Brambles,Woodland,plant
713 6,Horsetail,Arable,plant
713 6,Balsam,Wetlands,plant
713 9,Woodpigeon,Woodland,bird
713 9,Woodpigeon,Arable,bird
713 9,Woodpigeon,Shrub,bird
713 9,Elder,Built-Up,plant
713 9,Ivy,Woodland,plant
713 9,Nettles,Grassland,plant
713 9,Nettles,Wetlands,plant
713 9,Nettles,Built-Up,plant
713 8,Feral_pigeon,Built-Up,bird
713 8,Feral_pigeon,Rock,bird
713 8,Feral_pigeon,Arable,bird
713 8,Sycamore,Woodland,plant
713 8,Sycamore,Built-Up,plant
713 8,Dandelion,Grassland,plant
713 8,Dandelion,Built-Up,plant
713 12,Crow,Built-Up,bird
713 12,Crow,Arable,bird
713 12,Crow,Woodland,bird
713 12,Crow,Grassland,bird
713 12,Crow,Rock,bird
713 12,Crow,Shrub,bird
713 12,Crow,Wetlands,bird
713 12,Feral_pigeon,Built-Up,bird
713 12,Feral_pigeon,Rock,bird
713 12,Feral_pigeon,Arable,bird
713 12,Starling,Built-Up,bird
713 12,Starling,Arable,bird
713 12,Starling,Woodland,bird
713 12,Starling,Grassland,bird
713 12,Starling,Shrub,bird
713 12,Birch,Woodland,plant
713 12,Maidenhair_spleenwort,Rock,plant
713 12,Maidenhair_spleenwort,Built-Up,plant
713 12,Yorkshire_fog,Grassland,plant
713 12,Yorkshire_fog,Grassland,plant
713 12,Dandelion,Grassland,plant
713 12,Dandelion,Built-Up,plant
776 9,Robin,Woodland,bird
776 9,Robin,Built-Up,bird
776 9,Robin,Arable,bird
776 9,Robin,Grassland,bird
776 9,Robin,Shrub,bird
776 9,Great_tit,Woodland,bird
776 9,Great_tit,Arable,bird
776 9,Great_tit,Built-Up,bird
776 9,Great_tit,Grassland,bird
776 9,Great_tit,Shrub,bird
776 9,Magpie,Built-Up,bird
776 9,Magpie,Arable,bird
776 9,Magpie,Woodland,bird
776 9,Magpie,Grassland,bird
776 9,Magpie,Rock,bird
776 9,Magpie,Shrub,bird
776 9,Woodpigeon,Woodland,bird
776 9,Woodpigeon,Arable,bird
776 9,Woodpigeon,Shrub,bird
776 9,Parakeet,Woodland,bird
776 9,Parakeet,Arable,bird
776 9,Parakeet,Grassland,bird
776 9,Parakeet,Shrub,bird
776 9,Parakeet,Wetlands,bird
776 9,Marmalade,Grassland,insect
776 9,Marmalade,Wetlands,insect
776 9,Marmalade,Arable,insect
776 9,Marmalade,Woodland,insect
776 9,Marmalade,Built-Up,insect
776 9,Western_honeybee,Grassland,insect
776 9,Western_honeybee,Wetlands,insect
776 9,Western_honeybee,Arable,insect
776 9,Western_honeybee,Woodland,insect
776 9,Western_honeybee,Built-Up,insect
776 9,Ash,Woodland,plant
776 9,Rhododendron_ponticum,Woodland,plant
776 9,Rhododendron_ponticum,Shrub,plant
776 9,Rhododendron_ponticum,Rock,plant
776 9,Balsam,Wetlands,plant
776 5,Robin,Woodland,bird
776 5,Robin,Built-Up,bird
776 5,Robin,Arable,bird
776 5,Robin,Grassland,bird
776 5,Robin,Shrub,bird
776 5,Blue_tit,Woodland,bird
776 5,Blue_tit,Arable,bird
776 5,Blue_tit,Built-Up,bird
776 5,Blue_tit,Shrub,bird
776 5,Magpie,Built-Up,bird
776 5,Magpie,Arable,bird
776 5,Magpie,Woodland,bird
776 5,Magpie,Grassland,bird
776 5,Magpie,Rock,bird
776 5,Magpie,Shrub,bird
776 5,Woodpigeon,Woodland,bird
776 5,Woodpigeon,Arable,bird
776 5,Woodpigeon,Shrub,bird
776 5,Sycamore,Woodland,plant
776 5,Sycamore,Built-Up,plant
776 5,Rhododendron_ponticum,Woodland,plant
776 5,Rhododendron_ponticum,Shrub,plant
776 5,Rhododendron_ponticum,Rock,plant
776 5,Wood_avens,Woodland,plant
776 11,Wren,Woodland,bird
776 11,Wren,Built-Up,bird
776 11,Wren,Shrub,bird
776 11,Long-tailed_tit,Woodland,bird
776 11,Long-tailed_tit,Built-Up,bird
776 11,Long-tailed_tit,Arable,bird
776 11,Long-tailed_tit,Shrub,bird
776 11,Long-tailed_tit,Wetlands,bird
776 11,Magpie,Built-Up,bird
776 11,Magpie,Arable,bird
776 11,Magpie,Woodland,bird
776 11,Magpie,Grassland,bird
776 11,Magpie,Rock,bird
776 11,Magpie,Shrub,bird
776 11,Large_white,Built-Up,insect
776 11,Large_white,Wetlands,insect
776 11,Large_white,Grassland,insect
776 11,Large_white,Arable,insect
776 11,Large_white,Woodland,insect
776 11,Birch,Woodland,plant
776 11,Brambles,Woodland,plant
776 11,Bracken,Woodland,plant
776 11,Wood_avens,Woodland,plant
776 1,Wren,Woodland,bird
776 1,Wren,Built-Up,bird
776 1,Wren,Shrub,bird
776 1,Crow,Built-Up,bird
776 1,Crow,Arable,bird
776 1,Crow,Woodland,bird
776 1,Crow,Grassland,bird
776 1,Crow,Rock,bird
776 1,Crow,Shrub,bird
776 1,Crow,Wetlands,bird
776 1,Oak,Woodland,plant
776 1,Brambles,Woodland,plant
776 3,Wren,Woodland,bird
776 3,Wren,Built-Up,bird
776 3,Wren,Shrub,bird
776 3,Woodpigeon,Woodland,bird
776 3,Woodpigeon,Arable,bird
776 3,Woodpigeon,Shrub,bird
776 3,Oak,Woodland,plant
776 3,Brambles,Woodland,plant
776 3,Bracken,Woodland,plant
776 2,Magpie,Built-Up,bird
776 2,Magpie,Arable,bird
776 2,Magpie,Woodland,bird
776 2,Magpie,Grassland,bird
776 2,Magpie,Rock,bird
776 2,Magpie,Shrub,bird
776 2,Woodpigeon,Woodland,bird
776 2,Woodpigeon,Arable,bird
776 2,Woodpigeon,Shrub,bird
776 2,Oak,Woodland,plant
776 2,Brambles,Woodland,plant
776 12,Woodpigeon,Woodland,bird
776 12,Woodpigeon,Arable,bird
776 12,Woodpigeon,Shrub,bird
776 12,Sparrow,Built-Up,bird
776 12,Sparrow,Arable,bird
776 12,Sparrow,Woodland,bird
776 12,Sparrow,Grassland,bird
776 12,Sparrow,Rock,bird
776 12,Sparrow,Shrub,bird
776 12,Sparrow,Wetlands,bird
776 12,Uknown_Small_white_butterfly,Grassland,insect
776 12,Uknown_Small_white_butterfly,Built-Up,insect
776 12,Uknown_Small_white_butterfly,Shrub,insect
776 12,Uknown_Small_white_butterfly,Grassland,insect
776 12,Uknown_Small_white_butterfly,Wetlands,insect
776 12,Sycamore,Woodland,plant
776 12,Sycamore,Built-Up,plant
776 12,Ivy,Woodland,plant
776 12,Yorkshire_fog,Grassland,plant
776 12,Yorkshire_fog,Grassland,plant
776 12,Dandelion,Grassland,plant
776 12,Dandelion,Built-Up,plant
663 6,Woodpigeon,Woodland,bird
663 6,Woodpigeon,Arable,bird
663 6,Woodpigeon,Shrub,bird
663 6,Hornbeam,Woodland,plant
663 3,Wren,Woodland,bird
663 3,Wren,Built-Up,bird
663 3,Wren,Shrub,bird
663 3,Goldfinch,Woodland,bird
663 3,Goldfinch,Built-Up,bird
663 3,Goldfinch,Arable,bird
663 3,Goldfinch,Grassland,bird
663 3,Goldfinch,Shrub,bird
663 3,Goldfinch,Wetlands,bird
663 3,Magpie,Built-Up,bird
663 3,Magpie,Arable,bird
663 3,Magpie,Woodland,bird
663 3,Magpie,Grassland,bird
663 3,Magpie,Rock,bird
663 3,Magpie,Shrub,bird
663 3,Woodpigeon,Woodland,bird
663 3,Woodpigeon,Arable,bird
663 3,Woodpigeon,Shrub,bird
663 3,Oak,Woodland,plant
663 3,Yorkshire_fog,Grassland,plant
663 3,Yorkshire_fog,Grassland,plant
663 3,Broad-leaved_Dock,Grassland,plant
663 3,Broad-leaved_Dock,Built-Up,plant
663 7,Goldfinch,Woodland,bird
663 7,Goldfinch,Built-Up,bird
663 7,Goldfinch,Arable,bird
663 7,Goldfinch,Grassland,bird
663 7,Goldfinch,Shrub,bird
663 7,Goldfinch,Wetlands,bird
663 7,Magpie,Built-Up,bird
663 7,Magpie,Arable,bird
663 7,Magpie,Woodland,bird
663 7,Magpie,Grassland,bird
663 7,Magpie,Rock,bird
663 7,Magpie,Shrub,bird
663 7,Woodpigeon,Woodland,bird
663 7,Woodpigeon,Arable,bird
663 7,Woodpigeon,Shrub,bird
663 7,Sycamore,Woodland,plant
663 7,Sycamore,Built-Up,plant
663 7,Cocks_foot,Grassland,plant
663 7,Cocks_foot,Grassland,plant
663 7,Hogweed,Grassland,plant
663 8,Magpie,Built-Up,bird
663 8,Magpie,Arable,bird
663 8,Magpie,Woodland,bird
663 8,Magpie,Grassland,bird
663 8,Magpie,Rock,bird
663 8,Magpie,Shrub,bird
663 8,Feral_pigeon,Built-Up,bird
663 8,Feral_pigeon,Rock,bird
663 8,Feral_pigeon,Arable,bird
663 8,Beech,Woodland,plant
663 8,Buddleja,Built-Up,plant
663 8,Yorkshire_fog,Grassland,plant
663 8,Yorkshire_fog,Grassland,plant
663 8,Clover_white,Grassland,plant
663 8,Clover_white,Grassland,plant
566 8,Crow,Built-Up,bird
566 8,Crow,Arable,bird
566 8,Crow,Woodland,bird
566 8,Crow,Grassland,bird
566 8,Crow,Rock,bird
566 8,Crow,Shrub,bird
566 8,Crow,Wetlands,bird
566 8,Woodpigeon,Woodland,bird
566 8,Woodpigeon,Arable,bird
566 8,Woodpigeon,Shrub,bird
566 8,Clover_white,Grassland,plant
566 8,Clover_white,Grassland,plant
566 7,Wren,Woodland,bird
566 7,Wren,Built-Up,bird
566 7,Wren,Shrub,bird
566 7,Long-tailed_tit,Woodland,bird
566 7,Long-tailed_tit,Built-Up,bird
566 7,Long-tailed_tit,Arable,bird
566 7,Long-tailed_tit,Shrub,bird
566 7,Long-tailed_tit,Wetlands,bird
566 7,Woodpigeon,Woodland,bird
566 7,Woodpigeon,Arable,bird
566 7,Woodpigeon,Shrub,bird
566 7,Ash,Woodland,plant
566 7,Brambles,Woodland,plant
566 7,Herb_Robert,Woodland,plant
566 7,Herb_Robert,Rock,plant
566 1,Wren,Woodland,bird
566 1,Wren,Built-Up,bird
566 1,Wren,Shrub,bird
566 1,Great_tit,Woodland,bird
566 1,Great_tit,Arable,bird
566 1,Great_tit,Built-Up,bird
566 1,Great_tit,Grassland,bird
566 1,Great_tit,Shrub,bird
566 1,Magpie,Built-Up,bird
566 1,Magpie,Arable,bird
566 1,Magpie,Woodland,bird
566 1,Magpie,Grassland,bird
566 1,Magpie,Rock,bird
566 1,Magpie,Shrub,bird
566 1,Woodpigeon,Woodland,bird
566 1,Woodpigeon,Arable,bird
566 1,Woodpigeon,Shrub,bird
566 1,Lime,Woodland,plant
566 1,Ivy,Woodland,plant
566 1,Broad-leaved_Dock,Grassland,plant
566 1,Broad-leaved_Dock,Built-Up,plant
566 4,Blackbird,Woodland,bird
566 4,Blackbird,Built-Up,bird
566 4,Blackbird,Arable,bird
566 4,Blackbird,Grassland,bird
566 4,Blackbird,Shrub,bird
566 4,Blue_tit,Woodland,bird
566 4,Blue_tit,Arable,bird
566 4,Blue_tit,Built-Up,bird
566 4,Blue_tit,Shrub,bird
566 4,Jackdaw,Built-Up,bird
566 4,Jackdaw,Arable,bird
566 4,Jackdaw,Woodland,bird
566 4,Jackdaw,Grassland,bird
566 4,Jackdaw,Rock,bird
566 4,Woodpigeon,Woodland,bird
566 4,Woodpigeon,Arable,bird
566 4,Woodpigeon,Shrub,bird
566 4,Parakeet,Woodland,bird
566 4,Parakeet,Arable,bird
566 4,Parakeet,Grassland,bird
566 4,Parakeet,Shrub,bird
566 4,Parakeet,Wetlands,bird
566 4,Speckled_wood,Woodland,insect
566 4,Speckled_wood,Built-Up,insect
566 4,Birch,Woodland,plant
566 4,Brambles,Woodland,plant
566 4,Yorkshire_fog,Grassland,plant
566 4,Yorkshire_fog,Grassland,plant
